Address,Latitude,Longitude
"16-20 Loftus Street, SYDNEY  NSW  2000",-33.8630166,151.2106257
"16-20 Mountain Street, ULTIMO  NSW  2007",-33.88189620000001,151.19644250000005
"16-20 Roslyn Street, ELIZABETH BAY  NSW  2011",-33.87453970000001,151.2262577
"16-22 Cooper Street, SURRY HILLS  NSW  2010",-33.88524879999999,151.20897659999997
"16-22 Wentworth Avenue, SURRY HILLS  NSW  2010",-33.87796489999999,151.2118382
"16-24 Dunblane Street, CAMPERDOWN  NSW  2050",-33.888225399999996,151.17912869999995
"16-28 Foster Street, SURRY HILLS  NSW  2010",-33.879898700000005,151.2103831
"16-28 Hunter Street, SYDNEY  NSW  2000",-33.8653722,151.20802030000004
"16-30 Bunn Street, PYRMONT  NSW  2009",-33.87108449999999,151.196562
"160 Albion Street, SURRY HILLS  NSW  2010",-33.8834121,151.2149001
"160 Barcom Avenue, DARLINGHURST  NSW  2010",-33.878994899999995,151.22374119999995
"160 Bourke Street, DARLINGHURST  NSW  2010",-33.875492799999996,151.2181088
"160 Bridge Road, GLEBE  NSW  2037",-33.8811192,151.18516200000005
"160 Church Street, NEWTOWN  NSW  2042",-33.891555,151.17956130000005
"160 Clarence Street, SYDNEY  NSW  2000",-33.8698184,151.20564530000001
"160 Commonwealth Street, SURRY HILLS  NSW  2010",-33.881870899999996,151.2109613
"160 Flinders Street, PADDINGTON  NSW  2021",-33.8860063,151.21901169999995
"160 George Street, ERSKINEVILLE  NSW  2043",-33.9018929,151.1846217
"160 Glebe Point Road, GLEBE  NSW  2037",-33.87926820000001,151.1862838
"160 King Street, NEWTOWN  NSW  2042",-33.8939432,151.18338590000005
"160 Lawrence Street, ALEXANDRIA  NSW  2015",-33.9047044,151.1923486
"160 Lawson Street, REDFERN  NSW  2016",-33.8911223,151.1971322
"160 Liverpool Street, DARLINGHURST  NSW  2010",-33.8769068,151.213354
"160 Oxford Street, DARLINGHURST  NSW  2010",-33.8810845,151.218664
"160 Rochford Street, ERSKINEVILLE  NSW  2043",-33.904192,151.1816814
"160 St Johns Road, GLEBE  NSW  2037",-33.882599400000004,151.1851211
"160 Victoria Street, BEACONSFIELD  NSW  2015",-33.9119479,151.20048899999995
"160 Wilson Street, NEWTOWN  NSW  2042",-33.8949873,151.18552749999995
"160 Wyndham Street, ALEXANDRIA  NSW  2015",-33.899914,151.1995441
"160-162 Elizabeth Street, SYDNEY  NSW  2000",-33.878226299999994,151.209521
"160-162 Victoria Street, POTTS POINT  NSW  2011",-33.872642,151.222973
"160-166 Sussex Street, SYDNEY  NSW  2000",-33.86974319999999,151.20398319999995
"160-202 George Street, REDFERN  NSW  2016",-33.8947583,151.2013383
"160B Glebe Point Road, GLEBE  NSW  2037",-33.8792102,151.1861821
"161 Bridge Road, GLEBE  NSW  2037",-33.8800816,151.1859082
"161 Broadway, ULTIMO  NSW  2007",-33.883973499999996,151.1972648
"161 Brougham Street, WOOLLOOMOOLOO  NSW  2011",-33.873685200000004,151.2216438
"161 Castlereagh Street, SYDNEY  NSW  2000",-33.8723261,151.2090581
"161 Clarence Street, SYDNEY  NSW  2000",-33.868258700000005,151.20487219999995
"161 Crown Street, DARLINGHURST  NSW  2010",-33.87664609999999,151.2156395
"161 Dunning Avenue, ROSEBERY  NSW  2018",-33.9208982,151.20100109999996
"161 Elizabeth Street, SYDNEY  NSW  2000",-33.8715295,151.20971930000005
"161 Glebe Point Road, GLEBE  NSW  2037",-33.88115560000001,151.18870769999995
"161 Kent Street, MILLERS POINT  NSW  2000",-33.8623047,151.2035863
"161 Lawrence Street, ALEXANDRIA  NSW  2015",-33.904839700000004,151.19167380000005
"161 Oxford Street, DARLINGHURST  NSW  2010",-33.8802843,151.216005
"161 Redfern Street, REDFERN  NSW  2016",-33.892449,151.1997262
"161 Sussex Street, SYDNEY  NSW  2000",-33.8699016,151.2034646
"161 Wilson Street, NEWTOWN  NSW  2042",-33.8955026,151.1855895
"161-161A William Street, DARLINGHURST  NSW  2010",-33.8749424,151.2187801
"161-163 Phillip Street, WATERLOO  NSW  2017",-33.8967976,151.2092606
"161-171 Cathedral Street, WOOLLOOMOOLOO  NSW  2011",-33.8729731,151.21915959999995
"162 Belmont Street, ALEXANDRIA  NSW  2015",-33.902746,151.19295459999995
"162 Bourke Street, DARLINGHURST  NSW  2010",-33.8755357,151.2181031
"162 Flinders Street, PADDINGTON  NSW  2021",-33.886365000000005,151.2190824
"162 Henderson Road, ALEXANDRIA  NSW  2015",-33.897882700000004,151.1923447
"162 Hereford Street, FOREST LODGE  NSW  2037",-33.881875,151.1798874
"162 King Street, NEWTOWN  NSW  2042",-33.89397570000001,151.18335869999999
"162 Lawrence Street, ALEXANDRIA  NSW  2015",-33.904740000000004,151.19231619999996
"162 Liverpool Street, DARLINGHURST  NSW  2010",-33.8769148,151.2133921
"162 Redfern Street, REDFERN  NSW  2016",-33.8922577,151.2015545
"162 Rochford Street, ERSKINEVILLE  NSW  2043",-33.9042624,151.1816351
"162 St Johns Road, GLEBE  NSW  2037",-33.8827196,151.1847379
"162 Wilson Street, NEWTOWN  NSW  2042",-33.895023200000004,151.1855895
"162 Wyndham Street, ALEXANDRIA  NSW  2015",-33.8999865,151.1996601
"162-166 Goulburn Street, SURRY HILLS  NSW  2010",-33.8787078,151.21234669999996
"163 Abercrombie Street, DARLINGTON  NSW  2008",-33.889323,151.1978881
"163 Bridge Road, GLEBE  NSW  2037",-33.880067600000004,151.1852253
"163 Crown Street, DARLINGHURST  NSW  2010",-33.876732700000005,151.2155794
"163 Dunning Avenue, ROSEBERY  NSW  2018",-33.921220299999995,151.20093280000003
"163 Glebe Point Road, GLEBE  NSW  2037",-33.881126200000004,151.1886347
"163 Harris Street, PYRMONT  NSW  2009",-33.870426200000004,151.1940919
"163 Pitt Street, REDFERN  NSW  2016",-33.8949443,151.2037673
"163 Railway Parade, ALEXANDRIA  NSW  2015",-33.8983184,151.18934119999997
"163 Union Street, NEWTOWN  NSW  2042",-33.9034406,151.1808045
"163 Victoria Street, BEACONSFIELD  NSW  2015",-33.9128077,151.20075980000001
"163 Victoria Street, POTTS POINT  NSW  2011",-33.872868200000006,151.2223627
"163-167 William Street, DARLINGHURST  NSW  2010",-33.8749575,151.2188765
"163-169 Oxford Street, DARLINGHURST  NSW  2010",-33.880349100000004,151.2160854
"163-173 McEvoy Street, ALEXANDRIA  NSW  2015",-33.9035397,151.19377240000003
"164 Albion Street, SURRY HILLS  NSW  2010",-33.88345870000001,151.21502859999995
"164 Baptist Street, REDFERN  NSW  2016",-33.896602200000004,151.2113696
"164 Cathedral Street, WOOLLOOMOOLOO  NSW  2011",-33.87267420000001,151.2192449
"164 George Street, ERSKINEVILLE  NSW  2043",-33.90196029999999,151.1845538
"164 Glebe Point Road, GLEBE  NSW  2037",-33.8788661,151.1859992
"164 Lawrence Street, ALEXANDRIA  NSW  2015",-33.9047766,151.1922838
"164 Lawson Street, REDFERN  NSW  2016",-33.8911033,151.1970373
"164 Liverpool Street, DARLINGHURST  NSW  2010",-33.876922,151.2134452
"164 Mitchell Road, ALEXANDRIA  NSW  2015",-33.90270579999999,151.1918664
"164 Pyrmont Street, PYRMONT  NSW  2009",-33.87233270000001,151.196894
"164 Ross Street, FOREST LODGE  NSW  2037",-33.8776755,151.1777076
"164 St Johns Road, GLEBE  NSW  2037",-33.8827593,151.1846635
"164 Union Street, ERSKINEVILLE  NSW  2043",-33.90282140000001,151.18151269999996
"164-166 Redfern Street, REDFERN  NSW  2016",-33.892238299999995,151.20136519999997
"164-166 Wilson Street, NEWTOWN  NSW  2042",-33.895044299999995,151.1857415
"164-172 William Street, WOOLLOOMOOLOO  NSW  2011",-33.8745589,151.2195748
"164-182 Elizabeth Street, SYDNEY  NSW  2000",-33.8787014,151.2095957
"164A-188 Devonshire Street, SURRY HILLS  NSW  2010",-33.887248799999995,151.2106646
"165 Abercrombie Street, DARLINGTON  NSW  2008",-33.889366700000004,151.1978532
"165 Commonwealth Street, SURRY HILLS  NSW  2010",-33.8816301,151.21068119999995
"165 Glebe Point Road, GLEBE  NSW  2037",-33.8810948,151.1886241
"165 Harris Street, PYRMONT  NSW  2009",-33.8704577,151.19413740000005
"165 King Street, NEWTOWN  NSW  2042",-33.893798499999995,151.1827751
"165 Lawson Street, REDFERN  NSW  2016",-33.891420600000004,151.19682360000004
"165 Phillip Street, SYDNEY  NSW  2000",-33.8684537,151.2109028
"165 Pitt Street, SYDNEY  NSW  2000",-33.868205100000004,151.20808359999995
"165 Regent Street, REDFERN  NSW  2016",-33.894136100000004,151.19984
"165 Wilson Street, NEWTOWN  NSW  2042",-33.8953474,151.1858621
"165-167 Riley Street, DARLINGHURST  NSW  2010",-33.8779568,151.214292
"165-167 Victoria Street, POTTS POINT  NSW  2011",-33.872957899999996,151.2223449
"165-169 Macquarie Street, SYDNEY  NSW  2000",-33.86585,151.21216840000002
"165-173 Campbell Street, SURRY HILLS  NSW  2010",-33.8812764,151.21542659999997
"165-175 Mitchell Road, ERSKINEVILLE  NSW  2043",-33.9058199,151.1881664
"165-215 Forbes Street, DARLINGHURST  NSW  2010",-33.8759627,151.21844860000004
"165B Palmer Street, DARLINGHURST  NSW  2010",-33.8758625,151.2166339
"166 George Street, ERSKINEVILLE  NSW  2043",-33.9020277,151.1846085
"166 Glebe Point Road, GLEBE  NSW  2037",-33.8786084,151.1857716
"166 Lawrence Street, ALEXANDRIA  NSW  2015",-33.9048255,151.1922365
"166 St Johns Road, GLEBE  NSW  2037",-33.882741100000004,151.1845975
"166 Victoria Street, BEACONSFIELD  NSW  2015",-33.91207230000001,151.2004549
"166 Victoria Street, POTTS POINT  NSW  2011",-33.872833,151.2229259
"166 Wyndham Street, ALEXANDRIA  NSW  2015",-33.9000527,151.1996876
"166-168 Campbell Street, SURRY HILLS  NSW  2010",-33.8805442,151.2141063
"166-170 Broadway, CHIPPENDALE  NSW  2008",-33.8846894,151.1963029
"166B Rochford Street, ERSKINEVILLE  NSW  2043",-33.9044787,151.18183359999998
"167 Arundel Street, FOREST LODGE  NSW  2037",-33.8845966,151.18257340000005
"167 Glebe Point Road, GLEBE  NSW  2037",-33.881063,151.1885437
"167 King Street, NEWTOWN  NSW  2042",-33.893875200000004,151.1827272
"167 Lawson Street, REDFERN  NSW  2016",-33.8914619,151.1967903
"167 Palmer Street, DARLINGHURST  NSW  2010",-33.876367,151.21658490000004
"167 Phillip Street, SYDNEY  NSW  2000",-33.8685006,151.2108361
"167 Regent Street, REDFERN  NSW  2016",-33.8941774,151.1998059
"167 Rochford Street, ERSKINEVILLE  NSW  2043",-33.9033849,151.1817886
"167 St Johns Road, GLEBE  NSW  2037",-33.8827719,151.18367609999999
"167 Wilson Street, NEWTOWN  NSW  2042",-33.8952862,151.18589630000002
"167-169 Belmont Street, ALEXANDRIA  NSW  2015",-33.9023484,151.1926496
"167-183 Brougham Street, WOOLLOOMOOLOO  NSW  2011",-33.8740579,151.22133430000005
"168 Barcom Avenue, DARLINGHURST  NSW  2010",-33.8791769,151.2236625
"168 Cathedral Street, WOOLLOOMOOLOO  NSW  2011",-33.872631,151.2193398
"168 Church Street, NEWTOWN  NSW  2042",-33.8917479,151.17964809999995
"168 Glebe Point Road, GLEBE  NSW  2037",-33.8784778,151.1856378
"168 Henderson Road, ALEXANDRIA  NSW  2015",-33.8979029,151.1920487
"168 Hereford Street, FOREST LODGE  NSW  2037",-33.8820099,151.17982030000005
"168 King Street, NEWTOWN  NSW  2042",-33.8941035,151.1832052
"168 Missenden Road, NEWTOWN  NSW  2042",-33.893013700000004,151.18349519999995
"168 Mitchell Road, ALEXANDRIA  NSW  2015",-33.9027794,151.1917996
"168 Riley Street, DARLINGHURST  NSW  2010",-33.8779891,151.21476769999995
"168 Wyndham Street, ALEXANDRIA  NSW  2015",-33.90003170000001,151.19956430000005
"168-170 Kent Street, MILLERS POINT  NSW  2000",-33.862256200000004,151.2042892
"168-170 Redfern Street, REDFERN  NSW  2016",-33.8921631,151.2013267
"168-172 Goulburn Street, SURRY HILLS  NSW  2010",-33.8787993,151.2125358
"168-174 Euston Road, ALEXANDRIA  NSW  2015",-33.913300799999995,151.1868145
"169 George Street, REDFERN  NSW  2016",-33.894572499999995,151.2020581
"169 Glebe Point Road, GLEBE  NSW  2037",-33.8810315,151.1884981
"169 Harris Street, PYRMONT  NSW  2009",-33.8705261,151.1941698
"169 King Street, NEWTOWN  NSW  2042",-33.8938721,151.18269630000003
"169 Palmer Street, DARLINGHURST  NSW  2010",-33.8764069,151.2165093
"169 Regent Street, REDFERN  NSW  2016",-33.89422210000001,151.1997834
"169 Victoria Street, BEACONSFIELD  NSW  2015",-33.91298150000001,151.2006994
"169 Victoria Street, POTTS POINT  NSW  2011",-33.8730539,151.2223794
"169 William Street, DARLINGHURST  NSW  2010",-33.8749744,151.2189845
"169 Wilson Street, NEWTOWN  NSW  2042",-33.89533249999999,151.1859805
"169-171 Botany Road, WATERLOO  NSW  2017",-33.9004375,151.2010407
"169-171 Phillip Street, SYDNEY  NSW  2000",-33.8688081,151.2108817
"169-173 Castlereagh Street, SYDNEY  NSW  2000",-33.872566299999995,151.20892859999995
"169-173 Darlinghurst Road, DARLINGHURST  NSW  2010",-33.8757412,151.2215361
"169-175 Phillip Street, WATERLOO  NSW  2017",-33.8971523,151.2104326
"169-179 Thomas Street, HAYMARKET  NSW  2000",-33.882335600000005,151.2026875
"169-183 Liverpool Street, SYDNEY  NSW  2000",-33.8771688,151.2106374
"16A Confectioners Way, ROSEBERY  NSW  2018",-33.9136318,151.2066147
"16A Hickson Road, DAWES POINT  NSW  2000",-33.85677929999999,151.2058844
"16A Minogue Crescent, FOREST LODGE  NSW  2037",-33.8803821,151.1791706
"17 Albert Street, ERSKINEVILLE  NSW  2043",-33.8980719,151.1833246
"17 Albion Avenue, PADDINGTON  NSW  2021",-33.884545,151.21909319999997
"17 Alexandra Road, GLEBE  NSW  2037",-33.87427100000001,151.18003530000001
"17 Allen Street, GLEBE  NSW  2037",-33.87532879999999,151.1819929
"17 Arthur Street, SURRY HILLS  NSW  2010",-33.8870651,151.21272580000004
"17 Ashmore Street, ERSKINEVILLE  NSW  2043",-33.9025832,151.18643569999998
"17 Baldwin Street, ERSKINEVILLE  NSW  2043",-33.898370299999996,151.1829854
"17 Batman Lane, SURRY HILLS  NSW  2010",-33.8819304,151.21115880000005
"17 Bayswater Road, POTTS POINT  NSW  2011",-33.8752416,151.22345969999995
"17 Belmore Street, SURRY HILLS  NSW  2010",-33.8834094,151.21067580000005
"17 Billyard Avenue, ELIZABETH BAY  NSW  2011",-33.8690591,151.22647780000003
"17 Bloomfield Street, SURRY HILLS  NSW  2010",-33.881795700000005,151.2157354
"17 Bourke Road, ALEXANDRIA  NSW  2015",-33.906218700000004,151.19904319999995
"17 Bourke Street, WOOLLOOMOOLOO  NSW  2011",-33.8691695,151.2190386
"17 Bridge Road, GLEBE  NSW  2037",-33.8768034,151.1876642
"17 Bridge Street, ERSKINEVILLE  NSW  2043",-33.9018245,151.185589
"17 Brown Street, NEWTOWN  NSW  2042",-33.8965146,151.1827783
"17 Burren Street, ERSKINEVILLE  NSW  2043",-33.898349100000004,151.185879
"17 Burton Street, GLEBE  NSW  2037",-33.8762975,151.1872457
"17 Caroline Street, REDFERN  NSW  2016",-33.890998100000004,151.1983034
"17 Castlereagh Street, SYDNEY  NSW  2000",-33.867023700000004,151.2097433
"17 Charles Street, ERSKINEVILLE  NSW  2043",-33.8980267,151.18446269999995
"17 Charles Street, REDFERN  NSW  2016",-33.8937118,151.21482959999997
"17 Collins Street, SURRY HILLS  NSW  2010",-33.8863066,151.2129401
"17 Copeland Street, ALEXANDRIA  NSW  2015",-33.9010732,151.19144780000005
"17 Creek Street, FOREST LODGE  NSW  2037",-33.8822713,151.17754430000005
"17 Dalmeny Avenue, ROSEBERY  NSW  2018",-33.9211935,151.20726169999998
"17 Danks Street, WATERLOO  NSW  2017",-33.8979718,151.21138249999996
"17 Darley Street, DARLINGHURST  NSW  2010",-33.8789064,151.2192487
"17 Devine Street, ERSKINEVILLE  NSW  2043",-33.9050023,151.18175390000005
"17 Elizabeth Bay Road, ELIZABETH BAY  NSW  2011",-33.8729516,151.22677380000005
"17 Erskineville Road, NEWTOWN  NSW  2042",-33.8982862,151.18149680000005
"17 Farrell Avenue, DARLINGHURST  NSW  2010",-33.8762006,151.2210901
"17 Foss Street, FOREST LODGE  NSW  2037",-33.8826134,151.18043369999995
"17 Francis Street, DARLINGHURST  NSW  2010",-33.8762088,151.2133834
"17 Gadigal Avenue, ZETLAND  NSW  2017",-33.904362299999995,151.2120282
"17 Goodlet Street, SURRY HILLS  NSW  2010",-33.88974520000001,151.20885019999997
"17 Gowrie Street, NEWTOWN  NSW  2042",-33.8992344,151.18145800000005
"17 Hansard Street, ZETLAND  NSW  2017",-33.9097474,151.2036077
"17 Harold Street, NEWTOWN  NSW  2042",-33.900714799999996,151.1806
"17 Joynton Avenue, ZETLAND  NSW  2017",-33.904264000000005,151.20836210000004
"17 Junction Street, FOREST LODGE  NSW  2037",-33.8836747,151.181071
"17 Lachlan Street, WATERLOO  NSW  2017",-33.9009345,151.212626
"17 Leamington Avenue, NEWTOWN  NSW  2042",-33.896165100000005,151.1866662
"17 Leichhardt Street, GLEBE  NSW  2037",-33.873129999999996,151.1835977
"17 Little Buckingham Street, SURRY HILLS  NSW  2010",-33.8884749,151.2075709
"17 Little Pier Street, HAYMARKET  NSW  2000",-33.877389799999996,151.2027313
"17 Little West Street, DARLINGHURST  NSW  2010",-33.8778835,151.2228136
"17 Lodge Street, FOREST LODGE  NSW  2037",-33.88325510000001,151.1856317
"17 Lombard Street, GLEBE  NSW  2037",-33.8783909,151.1867618
"17 Lower Fort Street, DAWES POINT  NSW  2000",-33.8557448,151.2076658
"17 Marshall Street, SURRY HILLS  NSW  2010",-33.886138,151.2161755
"17 Mort Street, SURRY HILLS  NSW  2010",-33.89090880000001,151.21563390000003
"17 Northcote Road, GLEBE  NSW  2037",-33.872242,151.1801728
"17 O'Riordan Street, ALEXANDRIA  NSW  2015",-33.9081051,151.1998628
"17 Oxford Street, PADDINGTON  NSW  2021",-33.8824631,151.2198521
"17 Paternoster Row, PYRMONT  NSW  2009",-33.8699368,151.1945244
"17 Phelps Street, SURRY HILLS  NSW  2010",-33.8870977,151.2149834
"17 Pleasant Avenue, ERSKINEVILLE  NSW  2043",-33.9028904,151.1828646
"17 Portman Street, ZETLAND  NSW  2017",-33.905408,151.20478590000005
"17 Princess Avenue, ROSEBERY  NSW  2018",-33.9124333,151.2023101
"17 Prospect Street, ERSKINEVILLE  NSW  2043",-33.9002954,151.18344580000004
"17 Queen Street, BEACONSFIELD  NSW  2015",-33.908987700000004,151.20107180000005
"17 Queen Street, GLEBE  NSW  2037",-33.881160200000004,151.193085
"17 Ralph Street, ALEXANDRIA  NSW  2015",-33.91595039999999,151.199453
"17 Randle Street, SURRY HILLS  NSW  2010",-33.8852529,151.20725009999995
"17 Regent Street, PADDINGTON  NSW  2021",-33.8867944,151.2280155
"17 Renwick Street, ALEXANDRIA  NSW  2015",-33.8990742,151.19350269999995
"17 Reserve Street, BEACONSFIELD  NSW  2015",-33.9094597,151.1999058
"17 Ridge Street, SURRY HILLS  NSW  2010",-33.8914092,151.21546930000005
"17 Rochford Street, ERSKINEVILLE  NSW  2043",-33.899916,151.182801
"17 Rose Terrace, PADDINGTON  NSW  2021",-33.8826283,151.2193295
"17 Ross Street, FOREST LODGE  NSW  2037",-33.8830384,151.1831104
"17 Selwyn Street, PADDINGTON  NSW  2021",-33.8839415,151.2194897
"17 Septimus Street, ERSKINEVILLE  NSW  2043",-33.8986523,151.18372580000005
"17 Sheehy Street, GLEBE  NSW  2037",-33.874157700000005,151.18477
"17 Stanley Street, REDFERN  NSW  2016",-33.8931685,151.2146382
"17 Stewart Street, PADDINGTON  NSW  2021",-33.8872499,151.22634119999995
"17 Toxteth Road, GLEBE  NSW  2037",-33.876960700000005,151.1818108
"17 Turtle Lane, ERSKINEVILLE  NSW  2043",-33.9018228,151.1838847
"17 Tusculum Street, POTTS POINT  NSW  2011",-33.8710942,151.2237246
"17 Walker Street, REDFERN  NSW  2016",-33.8913589,151.2090168
"17 Wellington Street, CHIPPENDALE  NSW  2008",-33.8866153,151.20083630000005
"17 William Street, REDFERN  NSW  2016",-33.89041160000001,151.2036666
"17 Wilson Street, NEWTOWN  NSW  2042",-33.89679279999999,151.1808976
"17 Windmill Street, MILLERS POINT  NSW  2000",-33.8577146,151.2040419
"17 Woods Lane, DARLINGHURST  NSW  2010",-33.8767451,151.21613630000004
"17 Wylde Street, POTTS POINT  NSW  2011",-33.8676943,151.2255898
"17-17A Hickson Road, DAWES POINT  NSW  2000",-33.8566396,151.2052959
"17-19 Alberta Street, SYDNEY  NSW  2000",-33.8778552,151.2105406
"17-19 Bridge Street, SYDNEY  NSW  2000",-33.8638695,151.2084814
"17-19 Dunning Avenue, ROSEBERY  NSW  2018",-33.911720200000005,151.20425659999995
"17-19 Edward Street, DARLINGTON  NSW  2008",-33.889395,151.1973814
"17-19 Goulburn Street, HAYMARKET  NSW  2000",-33.877790600000004,151.2043184
"17-19 Macarthur Street, ULTIMO  NSW  2007",-33.8808494,151.1965391
"17-21 Ada Place, ULTIMO  NSW  2007",-33.875792700000005,151.1966862
"17-21 Bellevue Street, SURRY HILLS  NSW  2010",-33.88366729999999,151.211373
"17-21 Bowden Street, ALEXANDRIA  NSW  2015",-33.90533509999999,151.19592
"17-21 Pyrmont Bridge Road, PYRMONT  NSW  2009",-33.87073529999999,151.19624960000004
"17-27 Levey Street, CHIPPENDALE  NSW  2008",-33.8870159,151.19762350000005
"17-27 Wheat Road, SYDNEY  NSW  2000",-33.870954499999996,151.2027736
"17-29 Dick Street, CHIPPENDALE  NSW  2008",-33.886589799999996,151.1995659
"17-51 Foveaux Street, SURRY HILLS  NSW  2010",-33.8840876,151.2094246
"170 Abercrombie Street, REDFERN  NSW  2016",-33.889653700000004,151.19817030000004
"170 Barcom Avenue, DARLINGHURST  NSW  2010",-33.8792072,151.22363059999995
"170 Bourke Street, DARLINGHURST  NSW  2010",-33.875853799999994,151.218037
"170 Campbell Street, SURRY HILLS  NSW  2010",-33.8805559,151.2141718
"170 Cathedral Street, WOOLLOOMOOLOO  NSW  2011",-33.8726094,151.2193894
"170 Hereford Street, FOREST LODGE  NSW  2037",-33.8820359,151.1797778
"170 King Street, NEWTOWN  NSW  2042",-33.8941417,151.1831573
"170 Lawrence Street, ALEXANDRIA  NSW  2015",-33.9048849,151.1921834
"170 Liverpool Street, DARLINGHURST  NSW  2010",-33.8769471,151.2135892
"170 Pyrmont Street, PYRMONT  NSW  2009",-33.872541600000005,151.19695719999999
"170 Riley Street, DARLINGHURST  NSW  2010",-33.87801629999999,151.2147407
"170 Rochford Street, ERSKINEVILLE  NSW  2043",-33.9045311,151.1814519
"170 St Johns Road, GLEBE  NSW  2037",-33.8827919,151.18450819999995
"170 Victoria Street, POTTS POINT  NSW  2011",-33.8729426,151.22291230000005
"170-172 Phillip Street, SYDNEY  NSW  2000",-33.86841939999999,151.211456
"171 Albion Street, SURRY HILLS  NSW  2010",-33.883883399999995,151.21501630000003
"171 Clarence Street, SYDNEY  NSW  2000",-33.86853720000001,151.20500790000003
"171 Dowling Street, WOOLLOOMOOLOO  NSW  2011",-33.87416270000001,151.2204265
"171 George Street, ERSKINEVILLE  NSW  2043",-33.9033871,151.1838925
"171 George Street, REDFERN  NSW  2016",-33.89461230000001,151.2020255
"171 Glebe Point Road, GLEBE  NSW  2037",-33.881009399999996,151.188494
"171 Gloucester Street, THE ROCKS  NSW  2000",-33.8623713,151.2059587
"171 Lawrence Street, ALEXANDRIA  NSW  2015",-33.9049564,151.19142490000004
"171 Palmer Street, DARLINGHURST  NSW  2010",-33.8764354,151.21653930000005
"171 Regent Street, REDFERN  NSW  2016",-33.8942599,151.1997376
"171 Sussex Street, SYDNEY  NSW  2000",-33.870026700000004,151.20325659999997
"171-173 Macquarie Street, SYDNEY  NSW  2000",-33.8661765,151.2122521
"171-173 Victoria Street, POTTS POINT  NSW  2011",-33.8731783,151.2222892
"171-175 William Street, DARLINGHURST  NSW  2010",-33.875019200000004,151.21937409999995
"171A Euston Road, ALEXANDRIA  NSW  2015",-33.909997,151.1877331
"172 Bourke Street, DARLINGHURST  NSW  2010",-33.875896399999995,151.218017
"172 Crown Street, DARLINGHURST  NSW  2010",-33.876427899999996,151.2160385
"172 Harris Street, PYRMONT  NSW  2009",-33.8701907,151.1945016
"172 Hereford Street, FOREST LODGE  NSW  2037",-33.882059000000005,151.17972759999995
"172 King Street, NEWTOWN  NSW  2042",-33.894121399999996,151.18302859999997
"172 Lawrence Street, ALEXANDRIA  NSW  2015",-33.9049203,151.19215060000005
"172 St Johns Road, GLEBE  NSW  2037",-33.8827558,151.1843714
"172 Victoria Street, BEACONSFIELD  NSW  2015",-33.912189500000004,151.2004106
"172-174 Cathedral Street, WOOLLOOMOOLOO  NSW  2011",-33.8726244,151.21948369999996
"172-174 Liverpool Street, DARLINGHURST  NSW  2010",-33.87695780000001,151.21366940000001
"172-190 Riley Street, DARLINGHURST  NSW  2010",-33.8793874,151.2142273
"173 Albion Street, SURRY HILLS  NSW  2010",-33.883905,151.2150794
"173 Belmont Street, ALEXANDRIA  NSW  2015",-33.9024423,151.19256289999996
"173 Commonwealth Street, SURRY HILLS  NSW  2010",-33.8818189,151.2106085
"173 Dowling Street, WOOLLOOMOOLOO  NSW  2011",-33.874182299999994,151.2201941
"173 George Street, ERSKINEVILLE  NSW  2043",-33.9034167,151.1838929
"173 Glebe Point Road, GLEBE  NSW  2037",-33.880977,151.1884542
"173 King Street, NEWTOWN  NSW  2042",-33.8939232,151.1826085
"173 King Street, SYDNEY  NSW  2000",-33.869451500000004,151.2111979
"173 Regent Street, REDFERN  NSW  2016",-33.894294099999996,151.1997452
"173-175 Cathedral Street, WOOLLOOMOOLOO  NSW  2011",-33.8731857,151.2199195
"173-175 Oxford Street, DARLINGHURST  NSW  2010",-33.880467100000004,151.2162279
"173-179 Broadway, ULTIMO  NSW  2007",-33.8839769,151.19657780000003
"173-179 Pitt Street, SYDNEY  NSW  2000",-33.8685544,151.2079392
"173-185 Sussex Street, SYDNEY  NSW  2000",-33.870587799999996,151.2036419
"173A Arundel Street, FOREST LODGE  NSW  2037",-33.884634000000005,151.1823322
"174 Commonwealth Street, SURRY HILLS  NSW  2010",-33.88222260000001,151.21092869999995
"174 Crown Street, DARLINGHURST  NSW  2010",-33.8764911,151.2160922
"174 Dowling Street, WOOLLOOMOOLOO  NSW  2011",-33.8725118,151.22118909999998
"174 Harris Street, PYRMONT  NSW  2009",-33.870253600000005,151.1944899
"174 St Johns Road, GLEBE  NSW  2037",-33.8828286,151.18441719999996
"174 Victoria Street, POTTS POINT  NSW  2011",-33.8730213,151.2228803
"174-176 Campbell Street, SURRY HILLS  NSW  2010",-33.8805731,151.21427230000003
"174-176 Phillip Street, SYDNEY  NSW  2000",-33.868577,151.2114301
"174-176A George Street, SYDNEY  NSW  2000",-33.8619361,151.20831809999999
"174-178 Broadway, CHIPPENDALE  NSW  2008",-33.88462379999999,151.1959411
"174-178 King Street, NEWTOWN  NSW  2042",-33.8943789,151.1829054
"174-186 Goulburn Street, SURRY HILLS  NSW  2010",-33.8789251,151.2127829
"175 Cleveland Street, REDFERN  NSW  2016",-33.889069299999996,151.2003409
"175 Glebe Point Road, GLEBE  NSW  2037",-33.8809497,151.1884097
"175 Harris Street, PYRMONT  NSW  2009",-33.8706825,151.1942309
"175 King Street, NEWTOWN  NSW  2042",-33.8940866,151.1825243
"175 Lawrence Street, ALEXANDRIA  NSW  2015",-33.905038,151.1913514
